trans,items
5,rolls|buns|coffee|longlifebakeryproduct|detergent|shoppingbags|
4,pipfruit|wholemilk|bottledwater|candy
6,frozenvegetables|bottledbeer|liquor(appetizer)|chewinggum|napkins|newspapers
1,beverages|
8,hamburgermeat|rootvegetables|othervegetables|domesticeggs|rollproducts|oil|margarine|hygienearticles
6,rootvegetables|othervegetables|wholemilk|yogurt|fruit|vegetablejuice|whitewine
1,cannedbeer|
2,frozenvegetables|bottledbeer
1,cannedbeer|
1,newspapers|
1,rolls|buns|
3,hamburgermeat|UHT-milk|saltysnack|
4,pipfruit|wholemilk|curd|rum
1,cannedbeer|
5,grapes|rootvegetables|frozenvegetables|domesticeggs|whitewine|
5,rootvegetables|packagedfruit|vegetables|butter|whipped|sourcream|rolls|buns|
5,citrusfruit|frozenvegetables|rolls|buns|cannedbeer|saltysnack|
2,clingfilm|bags|pottedplants
6,frankfurter|wholemilk|rolls|buns|margarine|bakingpowder|bottledbeer
2,wholemilk|red|blushwine
13,pork|tropicalfruit|wholemilk|curd|yogurt|hardcheese|frozenmeals|frozendessert|domesticeggs|cereals|bakingpowder|fruit|vegetablejuice|soap|
2,chicken|pastry
3,sausage|dishcleaner|dishes|
1,specialtybar|
3,whipped|sourcream|pastry|specialtybar|
2,rootvegetables|brownbread
2,rolls|buns|soda
3,othervegetables|bottledbeer|red|blushwine|
11,citrusfruit|tropicalfruit|berries|rootvegetables|othervegetables|wholemilk|butter|bottledwater|rubbingalcohol|hygienearticles|napkins|
5,wholemilk|processedcheese|brownbread|pastry|soda|
9,frankfurter|sausage|tropicalfruit|rootvegetables|wholemilk|yogurt|rolls|buns|pastry|candy|
2,coffee|longlifebakeryproduct
3,ham|rolls|buns|whitewine|
1,cannedbeer|
1,cannedbeer|
1,cannedbeer|
3,pipfruit|wholemilk|cannedfish|
9,pork|pipfruit|othervegetables|wholemilk|curd|whitebread|sugar|bottledwater|soda|
1,soap|
5,pipfruit|butter|frozenmeals|pasta|bottledwater|
6,beef|hamburgermeat|citrusfruit|wholemilk|mustard|soap
10,sausage|meat|othervegetables|wholemilk|yogurt|rolls|buns|soda|bottledbeer|chocolate|newspapers
1,frozenchicken|
1,soda|
8,tropicalfruit|curd|yogurt|rolls|buns|brownbread|bottledwater|bottledbeer|seasonalproducts
1,othervegetables|
9,beef|citrusfruit|curd|rolls|buns|oil|margarine|specialtybar|detergent|newspapers|
8,meat|pork|beef|citrusfruit|rootvegetables|othervegetables|wholemilk|pickledvegetables
7,meat|hamburgermeat|rootvegetables|packagedfruit|vegetables|wholemilk|butter|newspapers|
5,bottledwater|soda|red|blushwine|longlifebakeryproduct|newspapers|
1,rolls|buns|
2,pastry|cannedbeer
4,pork|wholemilk|pastry|sauces
6,pipfruit|slicedcheese|pastry|whitewine|lightbulbs|newspapers
9,beef|citrusfruit|tropicalfruit|yogurt|UHT-milk|frozenvegetables|rolls|buns|bottledwater|skincare|
7,beef|citrusfruit|berries|brownbread|sugar|coffee|kitchentowels|
2,rolls|buns|spices
10,citrusfruit|tropicalfruit|herbs|wholemilk|butter|curd|whipped|sourcream|frozenvegetables|cannedvegetables|misc.beverages
11,meat|beef|herbs|wholemilk|frozendessert|rolls|buns|semi-finishedbread|flour|oil|coffee|pottedplants|
3,beverages|pastry|bottledwater|
4,beef|citrusfruit|othervegetables|rolls|buns
5,ham|wholemilk|whitebread|margarine|hairspray|
11,hamburgermeat|wholemilk|oil|ketchup|soups|Instantfoodproducts|cannedfish|coffee|bottledbeer|hygienearticles|newspapers|
10,beef|citrusfruit|othervegetables|buttermilk|slicedcheese|processedcheese|rolls|buns|margarine|bottledwater|fruit|vegetablejuice
9,beef|citrusfruit|wholemilk|domesticeggs|rolls|buns|pastry|rollproducts|tea|fruit|vegetablejuice|
3,rootvegetables|wholemilk|detergent|
12,citrusfruit|tropicalfruit|grapes|othervegetables|frozenvegetables|pickledvegetables|fruit|vegetablejuice|liquor|rum|liquor(appetizer)|candy|clingfilm|bags
2,yogurt|bottledwater
7,tropicalfruit|rootvegetables|othervegetables|whipped|sourcream|brownbread|cannedfish|longlifebakeryproduct|
3,frankfurter|rootvegetables|newspapers|
8,beef|othervegetables|wholemilk|brownbread|pastry|saltysnack|abrasivecleaner|shoppingbags
1,shoppingbags|
1,cannedbeer|
2,rolls|buns|cannedbeer
9,othervegetables|rolls|buns|meatspreads|bottledwater|soda|misc.beverages|waffles|chocolate|candy|
5,hamburgermeat|othervegetables|yogurt|rolls|buns|bottledwater|
10,hamburgermeat|citrusfruit|rootvegetables|rolls|buns|Instantfoodproducts|cannedfish|bottledwater|soda|fruit|vegetablejuice|napkins
6,frankfurter|sausage|domesticeggs|soda|chewinggum|shoppingbags
1,bottledbeer|
4,tropicalfruit|domesticeggs|rolls|buns|pastry
1,soda|
6,frankfurter|rootvegetables|onions|othervegetables|whitebread|cannedbeer
10,chicken|hamburgermeat|herbs|whipped|sourcream|soups|soda|cannedbeer|dishcleaner|napkins|clingfilm|bags
2,coffee|soda
1,wholemilk|
1,margarine|
2,tropicalfruit|othervegetables
2,meat|othervegetables
3,creamcheese|bottledwater|cannedbeer|
1,newspapers|
3,rolls|buns|pastry|newspapers|
8,citrusfruit|othervegetables|wholemilk|curd|yogurt|potatoproducts|fruit|vegetablejuice|longlifebakeryproduct
3,wholemilk|rolls|buns|detergent|
7,frankfurter|citrusfruit|buttermilk|UHT-milk|rolls|buns|femalesanitaryproducts|shoppingbags|
6,ham|othervegetables|butter|whipped|sourcream|sugar|soda
4,frankfurter|citrusfruit|bottledbeer|saltysnack
6,sausage|onions|curd|yogurt|domesticeggs|coffee
1,domesticeggs|
4,wholemilk|domesticeggs|rolls|buns|soda
3,rolls|buns|bottledbeer|newspapers|
3,wholemilk|hardcheese|chocolatemarshmallow|
5,sausage|rootvegetables|othervegetables|rolls|buns|soda|
4,curd|buttermilk|yogurt|beverages
1,bottledwater|
1,beef|
11,frankfurter|hamburgermeat|wholemilk|rolls|buns|potatoproducts|mustard|coffee|waffles|chocolatemarshmallow|soap|newspapers|
3,chicken|butter|newspapers|
9,sausage|meat|tropicalfruit|pipfruit|pastry|sugar|coffee|candles|pottedplants|
4,pork|wholemilk|whipped|sourcream|beverages
3,yogurt|pastry|coffee|
7,wholemilk|slicedcheese|margarine|catfood|detergent|dishes|shoppingbags|
11,frankfurter|ham|wholemilk|yogurt|rolls|buns|pastry|vinegar|sugar|soda|fruit|vegetablejuice|napkins|
5,beef|wholemilk|brownbread|specialtychocolate|newspapers|
5,pipfruit|othervegetables|buttermilk|creamcheese|rolls|buns|
5,sausage|wholemilk|rolls|buns|coffee|chocolate|
2,pastry|coffee
3,chicken|beef|specialtychocolate|
8,rootvegetables|othervegetables|wholemilk|slicedcheese|frozenvegetables|frozenfish|frozendessert|chocolate
3,wholemilk|frozenmeals|rolls|buns|
1,detergent|
2,rolls|buns|cannedfish
1,housekeepingproducts|
5,yogurt|salt|jam|sparklingwine|cleaner|
5,tropicalfruit|curd|slicedcheese|rolls|buns|soda|
1,tropicalfruit|
4,curd|UHT-milk|artif.sweetener|dentalcare
4,beef|berries|onions|rolls|buns
7,wholemilk|brownbread|pasta|margarine|bottledwater|napkins|newspapers|
5,pork|UHT-milk|bottledwater|soda|cannedbeer|
7,othervegetables|curd|yogurt|curdcheese|margarine|cleaner|hygienearticles|
7,rolls|buns|soda|fruit|vegetablejuice|cannedbeer|whitewine|longlifebakeryproduct|shoppingbags|
5,frankfurter|pipfruit|wholemilk|rolls|buns|rollproducts|
4,yogurt|hygienearticles|newspapers|shoppingbags
5,wholemilk|curd|slicedcheese|catfood|coffee|
2,bottledwater|candy
3,frankfurter|beef|butter|
4,rolls|buns|soda|snackproducts|shoppingbags
4,wholemilk|pastry|bottledwater|hygienearticles
1,rolls|buns|
7,chicken|onions|othervegetables|wholemilk|brownbread|whitewine|red|blushwine|
5,tropicalfruit|onions|wholemilk|butter|dishes|
8,sausage|turkey|othervegetables|yogurt|brownbread|oil|hygienearticles|shoppingbags
8,sausage|othervegetables|wholemilk|curd|hardcheese|soda|candy|newspapers
7,frankfurter|citrusfruit|pastry|margarine|readysoups|instantcoffee|shoppingbags|
5,UHT-milk|frozendessert|fruit|vegetablejuice|decalcifier|newspapers|
2,rolls|buns|newspapers
1,cannedbeer|
2,yogurt|specialtybar
2,whipped|sourcream|specialtybar
2,rolls|buns|cannedbeer
1,rolls|buns|
2,beverages|rolls|buns
1,rolls|buns|
2,rolls|buns|shoppingbags
1,bottledbeer|
7,citrusfruit|curd|yogurt|slicedcheese|rolls|buns|oil|bottledwater|
2,bottledwater|soda
1,pastry|
5,domesticeggs|rolls|buns|pastry|coffee|candles|
5,beef|pipfruit|rootvegetables|rolls|buns|margarine|
4,spreadcheese|rolls|buns|bottledwater|newspapers
4,tropicalfruit|spreadcheese|rolls|buns|soda
3,packagedfruit|vegetables|cannedbeer|candles|
6,wholemilk|yogurt|bottledbeer|whitewine|saltysnack|napkins
7,meat|beef|othervegetables|wholemilk|butter|domesticeggs|rolls|buns|
6,onions|wholemilk|bottledbeer|liquor(appetizer)|detergent|dishes
10,frankfurter|grapes|othervegetables|buttermilk|UHT-milk|brownbread|margarine|organicproducts|bottledwater|soda
3,beef|rolls|buns|bottledbeer|
1,beef|
3,sausage|bottledbeer|liquor(appetizer)|
4,chicken|onions|herbs|hygienearticles
1,cannedbeer|
6,sausage|rootvegetables|othervegetables|wholemilk|bottledbeer|seasonalproducts
5,tropicalfruit|wholemilk|curd|yogurt|whipped|sourcream|
6,frankfurter|rolls|buns|soda|abrasivecleaner|newspapers|flower(seeds)
3,sausage|tropicalfruit|semi-finishedbread|
4,beef|tropicalfruit|rootvegetables|yogurt
4,tropicalfruit|pastry|flour|rum
1,yogurt|
3,frankfurter|rolls|buns|mustard|
1,bottledbeer|
2,grapes|soda
2,beverages|rolls|buns
3,curd|bottledbeer|pottedplants|
3,icecream|sugar|flower(seeds)|
5,sausage|rolls|buns|soda|cannedbeer|shoppingbags|
1,othervegetables|
3,dessert|beverages|bottledwater|
1,decalcifier|
1,cannedbeer|
1,coffee|
4,berries|othervegetables|wholemilk|whipped|sourcream
6,pork|tropicalfruit|rolls|buns|semi-finishedbread|bottledbeer|newspapers
14,frankfurter|chicken|pork|citrusfruit|othervegetables|wholemilk|buttermilk|whipped|sourcream|creamcheese|frozendessert|domesticeggs|rolls|buns|sugar|bakingpowder
7,pork|beef|wholemilk|domesticeggs|bottledwater|bottledbeer|hygienearticles|
9,frankfurter|pork|citrusfruit|rootvegetables|onions|othervegetables|packagedfruit|vegetables|catfood|bottledwater|
2,frozendessert|brandy
6,chicken|othervegetables|packagedfruit|vegetables|condensedmilk|frozenvegetables|fruit|vegetablejuice
2,vinegar|oil
3,rolls|buns|soda|specialtybar|
1,wholemilk|
4,pork|rootvegetables|wholemilk|whipped|sourcream
2,rolls|buns|newspapers
5,grapes|othervegetables|zwieback|Instantfoodproducts|dishes|
8,frankfurter|citrusfruit|whipped|sourcream|creamcheese|rolls|buns|bakingpowder|seasonalproducts|napkins
9,finishedproducts|rootvegetables|packagedfruit|vegetables|yogurt|specialtycheese|frozenvegetables|icecream|soda|bottledbeer|
3,onions|othervegetables|flour|
3,tropicalfruit|wholemilk|rolls|buns|
5,othervegetables|creamcheese|tea|chocolate|chocolatemarshmallow|
6,ham|turkey|beef|othervegetables|wholemilk|pottedplants
4,othervegetables|wholemilk|margarine|bottledbeer
1,curd|
3,sausage|beef|othervegetables|
3,cannedbeer|liquor(appetizer)|chewinggum|
17,ham|chicken|citrusfruit|berries|onions|wholemilk|curd|yogurt|frozenvegetables|rolls|buns|margarine|soda|liquor(appetizer)|cakebar|candy|seasonalproducts|skincare|
8,packagedfruit|vegetables|wholemilk|dessert|yogurt|UHT-milk|margarine|bottledwater|longlifebakeryproduct
4,meat|rolls|buns|soda|specialtybar
2,wholemilk|dessert
1,cannedbeer|
6,chicken|UHT-milk|rolls|buns|coffee|longlifebakeryproduct|housekeepingproducts
3,rolls|buns|red|blushwine|newspapers|
2,petcare|bottledwater
4,rootvegetables|othervegetables|soda|shoppingbags
1,pastry|
9,frankfurter|hamburgermeat|wholemilk|domesticeggs|rolls|buns|brownbread|margarine|bottledwater|flower(seeds)|
5,chicken|grapes|wholemilk|whipped|sourcream|mayonnaise|
2,frozendessert|semi-finishedbread
13,citrusfruit|tropicalfruit|grapes|yogurt|rolls|buns|margarine|cannedfruit|bottledwater|soda|misc.beverages|candy|femalesanitaryproducts|shoppingbags|
11,sausage|pork|beef|berries|rootvegetables|wholemilk|butter|rolls|buns|catfood|bottledwater|newspapers|
13,rootvegetables|onions|othervegetables|packagedfruit|vegetables|wholemilk|whipped|sourcream|frozenvegetables|rolls|buns|pasta|soups|bakingpowder|soda|detergent|
4,rootvegetables|wholemilk|yogurt|rolls|buns
1,bottledbeer|
2,frankfurter|cannedbeer
4,rootvegetables|wholemilk|butter|coffee
8,berries|othervegetables|whipped|sourcream|UHT-milk|bottledwater|soda|hygienearticles|newspapers
1,hamburgermeat|
8,tropicalfruit|wholemilk|rolls|buns|semi-finishedbread|margarine|fruit|vegetablejuice|longlifebakeryproduct|newspapers
5,frankfurter|pork|beverages|frozenmeals|waffles|
5,frankfurter|sausage|frozenfish|margarine|specialtybar|
2,soda|newspapers
1,icecream|
6,beef|wholemilk|frozenvegetables|brownbread|pastry|coffee
5,wholemilk|pastry|bottledwater|newspapers|photo|film|
9,pork|fish|wholemilk|butter|curd|yogurt|whipped|sourcream|flour|sugar|
2,wholemilk|chewinggum
1,bottledbeer|
5,pork|grapes|UHT-milk|brownbread|margarine|
2,rootvegetables|pottedplants
1,cannedbeer|
9,citrusfruit|rootvegetables|wholemilk|butter|whipped|sourcream|oil|mustard|bottledwater|bottledbeer|
8,pipfruit|herbs|othervegetables|wholemilk|coffee|femalesanitaryproducts|hygienearticles|shoppingbags
5,rootvegetables|dessert|yogurt|creamcheese|rice|
5,tropicalfruit|curd|rolls|buns|organicproducts|newspapers|
11,beef|rootvegetables|othervegetables|wholemilk|butter|softcheese|hardcheese|domesticeggs|pasta|coffee|candles|
5,chicken|pork|wholemilk|butter|whitebread|
9,citrusfruit|grapes|wholemilk|rolls|buns|pastry|oil|margarine|candles|newspapers|
12,meat|beef|tropicalfruit|pipfruit|othervegetables|whipped|sourcream|softcheese|frozenmeals|margarine|coffee|fruit|vegetablejuice|pottedplants
3,creamcheese|spreadcheese|rolls|buns|
6,citrusfruit|herbs|wholemilk|bottledwater|bottledbeer|pottedplants
1,specialtybar|
9,meat|othervegetables|wholemilk|beverages|rolls|buns|margarine|chocolate|napkins|newspapers|
3,citrusfruit|tropicalfruit|pipfruit|
7,frankfurter|beef|tropicalfruit|rootvegetables|packagedfruit|vegetables|wholemilk|frozenvegetables|
2,citrusfruit|wholemilk
6,turkey|rootvegetables|othervegetables|curd|bottledbeer|specialtychocolate
10,citrusfruit|onions|wholemilk|curd|yogurt|rolls|buns|pasta|mustard|dogfood|cannedbeer
2,sausage|domesticeggs
1,newspapers|
2,wholemilk|yogurt
1,yogurt|
1,yogurt|
1,bottledwater|
4,berries|wholemilk|whipped|sourcream|domesticeggs
4,packagedfruit|vegetables|wholemilk|rolls|buns|pastry
2,frankfurter|soda
7,nuts|prunes|wholemilk|semi-finishedbread|jam|soda|pottedplants|shoppingbags|
12,citrusfruit|othervegetables|packagedfruit|vegetables|wholemilk|butter|whipped|sourcream|flour|sugar|coffee|soda|sparklingwine|dishes
8,beef|citrusfruit|rootvegetables|onions|curd|hardcheese|rolls|buns|fruit|vegetablejuice
6,wholemilk|yogurt|frozenvegetables|coffee|cannedbeer|napkins
2,othervegetables|whipped|sourcream
2,beef|othervegetables
10,fish|berries|othervegetables|wholemilk|dessert|yogurt|spreadcheese|coffee|whitewine|red|blushwine
8,othervegetables|wholemilk|curd|frozenvegetables|domesticeggs|sugar|instantcoffee|newspapers
11,tropicalfruit|berries|rootvegetables|wholemilk|butter|yogurt|whipped|sourcream|slicedcheese|hardcheese|specialtychocolate|napkins|
1,coffee|
11,sausage|pork|othervegetables|frozenfish|rolls|buns|semi-finishedbread|artif.sweetener|readysoups|bottledwater|hygienearticles|newspapers|
7,meat|rootvegetables|whipped|sourcream|beverages|creamcheese|waffles|dishes|
13,chicken|tropicalfruit|pipfruit|rootvegetables|othervegetables|packagedfruit|vegetables|butter|rolls|buns|margarine|sugar|rum|longlifebakeryproduct|abrasivecleaner|
7,berries|wholemilk|whipped|sourcream|margarine|organicproducts|fruit|vegetablejuice|shoppingbags|
2,frozenmeals|misc.beverages
1,whipped|sourcream|
5,beef|rootvegetables|bottledbeer|chocolate|shoppingbags|
12,chicken|pork|othervegetables|wholemilk|whipped|sourcream|UHT-milk|domesticeggs|rolls|buns|bottledwater|soda|fruit|vegetablejuice|bottledbeer
15,chicken|pork|hamburgermeat|pipfruit|nuts|prunes|rootvegetables|othervegetables|wholemilk|spreadcheese|frozenpotatoproducts|brownbread|Instantfoodproducts|soda|fruit|vegetablejuice|shoppingbags|
14,beef|tropicalfruit|rootvegetables|herbs|othervegetables|wholemilk|yogurt|hardcheese|rolls|buns|brownbread|bottledwater|bottledbeer|saltysnack|shoppingbags
2,packagedfruit|vegetables|pickledvegetables
1,sugar|
12,frankfurter|sausage|beef|rootvegetables|packagedfruit|vegetables|wholemilk|dessert|yogurt|slicedcheese|icecream|rolls|buns|soda
4,berries|frozenvegetables|petcare|instantcoffee
4,bottledwater|soda|chewinggum|napkins
8,sausage|chicken|citrusfruit|berries|rootvegetables|curd|beverages|abrasivecleaner
7,wholemilk|UHT-milk|domesticeggs|soda|fruit|vegetablejuice|dishes|newspapers|
2,icecream|rolls|buns
4,frankfurter|citrusfruit|tropicalfruit|rolls|buns
8,rootvegetables|wholemilk|whitebread|brownbread|sweetspreads|dogfood|brandy|shoppingbags
3,sausage|rolls|buns|specialtychocolate|
12,sausage|ham|citrusfruit|tropicalfruit|berries|packagedfruit|vegetables|wholemilk|whipped|sourcream|slicedcheese|pastry|sugar|bakingpowder
4,beef|rootvegetables|wholemilk|creamcheese
1,fruit|vegetablejuice|
2,sugar|hygienearticles
2,berries|whipped|sourcream
3,yogurt|beverages|coffee|
2,pork|beef
2,bottledbeer|shoppingbags
5,curd|buttermilk|yogurt|slicedcheese|coffee|
3,beef|Instantfoodproducts|cannedbeer|
9,pork|berries|whipped|sourcream|beverages|flour|oil|soda|chocolate|newspapers|
1,whitebread|
6,grapes|wholemilk|processedcheese|rolls|buns|whitebread|fruit|vegetablejuice
2,potatoproducts|flower(seeds)
7,rootvegetables|onions|yogurt|rolls|buns|coffee|bottledwater|dishes|
7,chicken|hamburgermeat|UHT-milk|soda|cannedbeer|bathroomcleaner|newspapers|
3,chicken|othervegetables|salt|
3,fish|creamcheese|coffee|
1,cannedbeer|
6,othervegetables|wholemilk|frozenmeals|rolls|buns|brownbread|napkins
9,chicken|pork|wholemilk|frozenvegetables|brownbread|vinegar|bottledbeer|red|blushwine|newspapers|
2,othervegetables|misc.beverages
2,tropicalfruit|wholemilk
3,wholemilk|cakebar|newspapers|
5,beef|hamburgermeat|berries|pastry|hygienearticles|
5,sausage|grapes|rolls|buns|soda|saltysnack|
3,wholemilk|rolls|buns|chocolate|
2,rolls|buns|soda
4,citrusfruit|tropicalfruit|pipfruit|othervegetables
7,wholemilk|slicedcheese|domesticeggs|artif.sweetener|bottledwater|soda|shoppingbags|
3,pastry|soda|bottledbeer|
14,tropicalfruit|othervegetables|wholemilk|yogurt|softcheese|hardcheese|spreadcheese|curdcheese|frozenvegetables|icecream|pastry|coffee|fruit|vegetablejuice|hygienearticles
3,slicedcheese|pastry|newspapers|
1,soda|
8,ham|citrusfruit|wholemilk|dessert|frozenmeals|coffee|popcorn|shoppingbags
1,saltysnack|
8,wholemilk|curd|creamcheese|flour|coffee|bottledwater|misc.beverages|newspapers
2,rootvegetables|whipped|sourcream
3,soda|cannedbeer|shoppingbags|
7,curd|rollproducts|margarine|bottledwater|cannedbeer|whitewine|dishcleaner|
5,bottledwater|soda|fruit|vegetablejuice|bottledbeer|napkins|
2,packagedfruit|vegetables|pottedplants
6,tropicalfruit|rootvegetables|frozenvegetables|icecream|bottledwater|clingfilm|bags
15,ham|beef|grapes|yogurt|whipped|sourcream|domesticeggs|whitebread|pastry|bottledwater|fruit|vegetablejuice|whitewine|saltysnack|chocolate|newspapers|shoppingbags|
